Ranking,Video ID,Video Title,Date Published,Category,Tags,URL,Duration,Views,Favorites,Rating,Raters,# Comments,Description,Comment Thread
93,"""RDzyRNNtZec""","""Buruli Ulcer Disease: Intro to the Module""",2011-09-27,"""Education""","""healthoernetwork, internal medicine, buruli ulcer, health oer, oer, health education""",https://www.youtube.com/watch?v=RDzyRNNtZec&feature=youtube_gdata_player,69,29,0,0,0,0,"This video ""Buruli Ulcer Disease: Intro to the Module"" is part of a multimedia-based module by Richard Phillips, Stephen Sarfo, Emmanuel Adu, Veronica Owusu-Afriyie, and Cary Engleberg (University of Michigan). The Buruli ulcer disease is due to infection by Mycobacterium ulcerans. This programme describes the basic pathophysiology of the disease, the typical clinical presentations, and the management of cases with complicated features. The program should be informative for both medical students and practitioners who wish to increase their knowledge about this serious tropical disease. The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology",, 
94,"""1DyCVdflHzk""","""Buruli Ulcer Disease: Buruli Plaque""",2011-09-27,"""Autos""","""healthoernetwork, internal medicine, buruli ulcer, health oer, oer, health education""",https://www.youtube.com/watch?v=1DyCVdflHzk&feature=youtube_gdata_player,72,28,0,0,0,0,"This video ""Buruli Ulcer Disease: Buruli Plaque"" is part of a multimedia-based module by Richard Phillips, Stephen Sarfo, Emmanuel Adu, Veronica Owusu-Afriyie, and Cary Engleberg (University of Michigan). This video addresses the question of: What is the usual presentation and course of Buruli ulcer disease? The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology",, 
95,"""Bd6pcwKs4Ek""","""Buruli Ulcer Disease: Buruli Nodule""",2012-01-23,"""Education""","""healthoernetwork, internal medicine, buruli ulcer, health oer, open educational resources, oer, health education""",https://www.youtube.com/watch?v=Bd6pcwKs4Ek&feature=youtube_gdata_player,112,28,0,0,0,0,"Buruli ulcer is a chronic, progressive skin disease caused by infection with Mycobacterium ulcerans. It is currently considered to be one of the neglected tropical diseases; less common than tuberculosis but more common than leprosy. The initial lesion is a painless subcutaneous nodule, usually less than 5 cm diameter and adherent to skin. The nodule typically breaks down centrally after days to weeks forming an ulcer with undermined edges. Thus, the external appearance of the ulcer underestimates the true size of the affected area. The patient remains well and there is no pain unless secondary bacterial infection occurs. Other forms of M. ulcerans disease include a firm plaque lesions that behaves in the same way as the nodule or an oedematous lesion that is more aggressive and extends rapidly resulting in a very large ulcer. Any age group can be affected by Buruli ulcer diseases, but the incidence peaks at 5 to 15 years. Ulcers are most frequently on the limbs but can be on the trunk or head, sometimes with catastrophic consequences such as loss of sight or loss of breast or genital tissue. Healing close to a joint can result in contracture, and sometimes there is so much tissue destruction on a limb that amputation is unavoidable. Occasionally osteomyelitis occurs in bone adjacent to a skin lesion but involvement of other organs is rare. Disseminated disease with HIV has been reported.",, 
96,"""qMiObNC3KYI""","""Content Distribution Flow and Tracking for African Health OER Network""",2011-09-29,"""Education""","""distribution, healthoernetwork""",https://www.youtube.com/watch?v=qMiObNC3KYI&feature=youtube_gdata_player,690,25,1,5.0,1,1,"This is a short, narrated presentation about the distribution and usage tracking methods of the African Health OER Network. It is currently an unlisted video while it is being reviewed by the Open.Michigan and OER Africa teams. Presentation slides are available at: www.slideshare.net The distribution flow chart on slide 14 can be accessed at open.umich.edu","bprempeh7 (2011-10-05) Hi! This is a good presentation, very informative... Thanks﻿;

", 
97,"""jAtaPzaoi-U""","""Buruli Ulcer Disease: Obtaining Swab Specimens for Diagnosis of M. Ulcerans Infection""",2012-01-23,"""Education""","""healthoernetwork, internal medicine, buruli ulcer, health oer, open educational resources, oer, health education""",https://www.youtube.com/watch?v=jAtaPzaoi-U&feature=youtube_gdata_player,368,25,0,0,0,0,"""This video """"Buruli Ulcer Disease: Obtaining Swab Specimens for Diagnosis of M. Ulcerans Infection"""" is part of a multimedia-based module by Richard Phillips, Stephen Sarfo, Emmanuel Adu, Veronica Owusu-Afriyie, and Cary Engleberg (University of Michigan). This video addresses the question of: How to obtain swab specimens for diagnosis of M. Ulcerans infection? The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology""",, 
98,"""2D9e6F9IN4U""","""Buruli Ulcer Disease: Fine Needle Aspiration for Diagnosis of M. Ulcerans Infection""",2012-01-23,"""Education""","""healthoernetwork, internal medicine, buruli ulcer, health oer, open educational resources, oer, health education""",https://www.youtube.com/watch?v=2D9e6F9IN4U&feature=youtube_gdata_player,417,21,0,0,0,0,"""This video """"Buruli Ulcer Disease: Fine Needle Aspiration for Diagnosis of M. Ulcerans Infection"""" is part of a multimedia-based module by Richard Phillips, Stephen Sarfo, Emmanuel Adu, Veronica Owusu-Afriyie, and Cary Engleberg (University of Michigan). This video addresses the question: How is a fine needle aspirate obtained? The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology""",, 
99,"""PAPNj3HGBLo""","""Buruli Ulcer Disease: Intro to the Module""",2012-01-23,"""Education""","""healthoernetwork, internal medicine, buruli ulcer, health oer, open educational resources, oer, health education""",https://www.youtube.com/watch?v=PAPNj3HGBLo&feature=youtube_gdata_player,69,14,0,0,0,0,"""This video """"Buruli Ulcer Disease: Intro to the Module"""" is part of a multimedia-based module by Richard Phillips, Stephen Sarfo, Emmanuel Adu, Veronica Owusu-Afriyie, and Cary Engleberg (University of Michigan). The Buruli ulcer disease is due to infection by Mycobacterium ulcerans. This programme describes the basic pathophysiology of the disease, the typical clinical presentations, and the management of cases with complicated features. The program should be informative for both medical students and practitioners who wish to increase their knowledge about this serious tropical disease. The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology""",, 
100,"""JYOstPcL9Gc""","""Buruli Ulcer Disease: Buruli Ulcer""",2012-01-23,"""Education""","""healthoernetwork, internal medicine, buruli ulcer, health oer, open educational resources, oer, health education""",https://www.youtube.com/watch?v=JYOstPcL9Gc&feature=youtube_gdata_player,83,10,0,0,0,0,"""This video """"Buruli Ulcer Disease: Buruli Ulcer"""" is part of a multimedia-based module by Richard Phillips, Stephen Sarfo, Emmanuel Adu, Veronica Owusu-Afriyie, and Cary Engleberg (University of Michigan). This video addresses the question of: What is the usual presentation and course of Buruli ulcer disease? The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology""",, 
101,"""IZXfFNpTDTw""","""Buruli Ulcer Disease: Buruli Plaque""",2012-01-23,"""Education""","""healthoernetwork, internal medicine, buruli ulcer, health oer, open educational resources, oer, health education""",https://www.youtube.com/watch?v=IZXfFNpTDTw&feature=youtube_gdata_player,72,2,0,0,0,0,"""This video """"Buruli Ulcer Disease: Buruli Plaque"""" is part of a multimedia-based module by Richard Phillips, Stephen Sarfo, Emmanuel Adu, Veronica Owusu-Afriyie, and Cary Engleberg (University of Michigan). This video addresses the question of: What is the usual presentation and course of Buruli ulcer disease? The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology""",, 
102,"""QEyeHckZUbg""","""Buruli Ulcer Disease: Buruli Oedema""",2012-01-23,"""Education""","""healthoernetwork, internal medicine, buruli ulcer, health oer, open educational resources, oer, health education""",https://www.youtube.com/watch?v=QEyeHckZUbg&feature=youtube_gdata_player,64,0,0,0,0,0,"""This video """"Buruli Ulcer Disease: Buruli Odema"""" is part of a multimedia-based module by Richard Phillips, Stephen Sarfo, Emmanuel Adu, Veronica Owusu-Afriyie, and Cary Engleberg (University of Michigan). This video addresses the question of: What is the usual presentation and course of Buruli ulcer disease? The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology""",, 
